,Time,Power cooling,Pcooling,Ti,To,Condensator,Tr,Airflow,Pserver
70369,2019-06-22T22:48:32+02:00,201.0,0.0,,21.0,4.0,22.75,408.2,1821.0
70370,2019-06-22T22:48:33+02:00,201.0,0.0,20.2,21.0,4.0,22.75,408.2,1853.0
70371,2019-06-22T22:48:34+02:00,201.0,,20.2,21.0,4.0,22.75,408.2,1860.0
70372,2019-06-22T22:48:35+02:00,201.0,0.0,20.2,,4.0,22.75,,1874.0
70373,2019-06-22T22:48:36+02:00,201.0,0.0,20.2,21.0,4.0,22.75,408.2,1919.0
70374,2019-06-22T22:48:37+02:00,201.0,0.0,20.2,21.0,4.0,22.75,408.2,1818.0
70375,2019-06-22T22:48:38+02:00,201.0,0.0,20.2,21.0,4.0,22.75,408.2,1804.0
70376,2019-06-22T22:48:39+02:00,201.0,0.0,,21.0,4.0,22.75,408.2,1822.0
70377,2019-06-22T22:48:40+02:00,201.0,0.0,20.2,21.0,4.0,22.75,373.3,1799.0
70378,2019-06-22T22:48:41+02:00,201.0,0.0,20.2,21.0,4.0,22.75,373.3,1869.0
70379,2019-06-22T22:48:42+02:00,201.0,,20.2,21.0,4.0,22.75,,1797.0
70380,2019-06-22T22:48:43+02:00,201.0,0.0,20.2,,4.0,22.75,373.3,1854.0
70381,2019-06-22T22:48:44+02:00,202.0,0.0,20.3,21.1,4.0,22.75,362.0,1920.0
70382,2019-06-22T22:48:45+02:00,201.0,0.0,20.2,21.1,4.0,22.75,362.0,1925.0
70383,2019-06-22T22:48:46+02:00,202.0,0.0,20.2,21.1,4.0,22.75,362.0,1942.0
70384,2019-06-22T22:48:47+02:00,201.0,0.0,,21.1,4.0,22.75,362.0,1912.0
70385,2019-06-22T22:48:48+02:00,202.0,0.0,20.2,21.1,4.0,22.75,362.0,1906.0
70386,2019-06-22T22:48:49+02:00,201.0,,20.2,21.2,4.0,22.75,362.0,1913.0
70387,2019-06-22T22:48:50+02:00,201.0,0.0,20.2,,4.0,22.75,,1839.0
70388,2019-06-22T22:48:51+02:00,201.0,0.0,20.2,21.2,4.0,22.75,362.0,1817.0
70389,2019-06-22T22:48:52+02:00,201.0,0.0,20.2,21.2,4.0,22.75,362.0,1809.0
70390,2019-06-22T22:48:53+02:00,202.0,0.0,20.2,21.2,4.0,22.75,362.0,1844.0
70391,2019-06-22T22:48:54+02:00,202.0,0.0,,21.2,4.0,22.75,362.0,1783.0
70392,2019-06-22T22:48:55+02:00,201.0,0.0,20.2,21.2,4.0,22.75,362.0,1916.0
70393,2019-06-22T22:48:56+02:00,201.0,0.0,20.3,21.2,4.0,22.75,362.0,1864.0
70394,2019-06-22T22:48:57+02:00,201.0,,20.3,,4.0,22.75,,1814.0
70395,2019-06-22T22:48:58+02:00,201.0,0.0,20.3,21.2,4.0,22.75,362.0,1833.0
70396,2019-06-22T22:48:59+02:00,201.0,0.0,20.3,21.2,4.0,22.75,362.0,1787.0
70397,2019-06-22T22:49:00+02:00,201.0,0.0,20.3,21.2,4.0,22.75,362.0,1848.0
70398,2019-06-22T22:49:01+02:00,201.0,0.0,,21.3,4.0,22.75,362.0,1799.0
70399,2019-06-22T22:49:02+02:00,201.0,0.0,20.2,21.3,,22.75,362.0,1764.0
70400,2019-06-22T22:49:03+02:00,201.0,0.0,20.2,21.3,4.0,22.75,362.0,1825.0
70401,2019-06-22T22:49:04+02:00,,,20.3,21.3,4.0,22.75,,1804.0
70402,2019-06-22T22:49:05+02:00,201.0,0.0,20.3,,4.0,22.75,362.0,1872.0
70403,2019-06-22T22:49:06+02:00,206.0,0.0,20.3,21.3,4.0,22.75,362.0,1849.0
70404,2019-06-22T22:49:07+02:00,222.0,0.0,20.3,21.4,4.0,22.75,362.0,1909.0
70405,2019-06-22T22:49:08+02:00,231.0,0.0,20.3,21.3,4.0,22.75,362.0,1966.0
70406,2019-06-22T22:49:09+02:00,231.0,0.0,,21.4,4.0,22.75,362.0,1977.0
70407,2019-06-22T22:49:10+02:00,231.0,0.0,20.3,21.4,4.0,22.75,362.0,1852.0
70408,2019-06-22T22:49:11+02:00,231.0,,20.3,21.4,4.0,22.75,362.0,1836.0
70409,2019-06-22T22:49:12+02:00,231.0,0.0,20.3,,4.0,22.75,,
70410,2019-06-22T22:49:13+02:00,231.0,0.0,20.3,21.4,4.0,22.75,362.0,1795.0
70411,2019-06-22T22:49:14+02:00,343.0,8400.0,20.3,21.4,4.0,22.75,362.0,1800.0
70412,2019-06-22T22:49:15+02:00,3793.0,8400.0,20.3,21.4,4.0,22.75,362.0,1873.0
70413,2019-06-22T22:49:16+02:00,6119.0,14300.0,,21.4,4.0,22.75,373.3,1775.0
70414,2019-06-22T22:49:17+02:00,6553.0,14300.0,20.3,21.5,4.0,22.75,373.3,1868.0
70415,2019-06-22T22:49:18+02:00,6726.0,27500.0,20.4,21.5,4.0,22.75,373.3,1755.0
70416,2019-06-22T22:49:19+02:00,6897.0,,20.3,,4.0,22.75,,1762.0
70417,2019-06-22T22:49:20+02:00,7066.0,27500.0,20.3,21.6,4.0,22.75,525.3,1832.0
70418,2019-06-22T22:49:21+02:00,7205.0,31500.0,20.3,21.6,4.0,22.75,525.3,1793.0
70419,2019-06-22T22:49:22+02:00,7340.0,32700.0,20.3,21.6,4.0,22.75,525.3,1831.0
70420,2019-06-22T22:49:23+02:00,7458.0,32700.0,,21.6,4.0,22.75,525.3,1769.0
70421,2019-06-22T22:49:24+02:00,7515.0,33100.0,20.3,21.6,4.0,22.75,525.3,1797.0
70422,2019-06-22T22:49:25+02:00,7233.0,33100.0,20.2,21.6,4.0,22.75,525.3,1843.0
70423,2019-06-22T22:49:26+02:00,6830.0,,20.2,21.6,4.0,22.75,,1774.0
70424,2019-06-22T22:49:27+02:00,6416.0,31400.0,20.2,,4.0,22.75,525.3,1866.0
70425,2019-06-22T22:49:28+02:00,6007.0,27200.0,20.0,21.6,4.0,22.75,665.0,1783.0
70426,2019-06-22T22:49:29+02:00,5586.0,27200.0,19.8,21.6,4.0,22.75,665.0,1793.0
70427,2019-06-22T22:49:30+02:00,5166.0,24500.0,,21.6,,22.75,665.0,1883.0
70428,2019-06-22T22:49:31+02:00,4756.0,24500.0,19.8,21.6,4.0,22.75,665.0,1885.0
70429,2019-06-22T22:49:32+02:00,4390.0,23700.0,19.6,21.6,4.0,22.75,665.0,1938.0
70430,2019-06-22T22:49:33+02:00,4277.0,,19.6,21.6,4.0,22.75,,1925.0
70431,2019-06-22T22:49:34+02:00,4245.0,23700.0,19.4,,4.0,22.75,665.0,1919.0
70432,2019-06-22T22:49:35+02:00,4231.0,23400.0,19.4,21.5,4.0,22.75,665.0,1914.0
70433,2019-06-22T22:49:36+02:00,4203.0,23300.0,19.2,21.5,4.0,22.75,665.0,1860.0
70434,2019-06-22T22:49:37+02:00,4172.0,23300.0,18.8,21.4,4.0,22.75,665.0,1841.0
70435,2019-06-22T22:49:38+02:00,4168.0,23300.0,,21.4,4.0,22.75,665.0,1873.0
70436,2019-06-22T22:49:39+02:00,4160.0,23300.0,18.8,21.4,4.0,22.75,665.0,1801.0
70437,2019-06-22T22:49:40+02:00,4158.0,,18.6,21.4,4.0,22.75,665.0,1824.0
70438,2019-06-22T22:49:41+02:00,4149.0,23300.0,18.6,,4.0,22.75,,1800.0
